,No.,Popcode,request,response
271,HG01685,IBS,0,44
272,HG01507,IBS,0,44
273,HG01697,IBS,0,44
274,HG01514,IBS,0,44
275,HG01700,IBS,0,44
276,HG01519,IBS,0,44
277,HG01375,CLM,0,44
278,HG01521,IBS,0,44
279,HG01526,IBS,0,44
280,HG01402,PUR,0,44
281,HG01704,IBS,0,44
282,HG01705,IBS,0,44
283,HG01709,IBS,0,44
284,HG01748,IBS,0,44
285,HG01711,IBS,0,44
286,HG01755,IBS,0,44
287,HG01747,IBS,0,44
288,HG01762,IBS,0,44
289,HG01761,IBS,0,44
290,HG02006,PEL,0,44
291,HG01766,IBS,0,44
292,HG02013,ACB,0,44
293,HG01374,CLM,0,44
294,HG02018,KHV,0,44
295,HG01379,CLM,0,44
296,HG02020,KHV,0,44
297,HG01393,PUR,0,44
298,HG02025,KHV,0,44
299,HG01398,PUR,0,44
300,HG02032,KHV,0,44
301,HG01468,CLM,0,44
302,HG02049,KHV,0,44
303,HG02051,ACB,0,44
304,HG02056,KHV,0,44
305,HG01494,CLM,0,44
306,HG02068,KHV,0,44
307,HG01499,CLM,0,44
308,HG02070,KHV,0,44
309,HG01595,KHV,0,44
310,HG02075,KHV,0,44
311,HG01603,IBS,0,44
312,HG01863,KHV,0,44
313,HG01608,IBS,0,44
314,HG01868,KHV,0,44
315,HG01610,IBS,0,44
316,HG01870,KHV,0,44
317,HG01615,IBS,0,44
318,HG01882,ACB,0,44
319,HG01622,IBS,0,44
320,HG01887,ACB,0,44
321,HG01627,IBS,0,44
322,HG01894,ACB,0,44
323,HG01672,IBS,0,44
324,HG01914,ACB,0,44
325,HG01677,IBS,0,44
326,HG01919,PEL,0,44
327,HG01684,IBS,0,44
328,HG01921,PEL,0,44
329,HG01696,IBS,0,44
330,HG01926,PEL,0,44
331,HG02012,ACB,0,44
332,HG01933,PEL,0,44
333,HG02017,KHV,0,44
334,HG01938,PEL,0,44
335,HG02024,KHV,0,44
336,HG01940,PEL,0,44
337,HG02029,KHV,0,44
338,HG01945,PEL,0,44
339,HG02031,KHV,0,44
340,HG01767,IBS,0,44
341,HG02048,KHV,0,44
342,HG01774,IBS,0,44
343,HG02050,KHV,0,44
344,HG01779,IBS,0,44
345,HG02055,ACB,0,44
346,HG01781,IBS,0,44
347,HG02067,KHV,0,44
348,HG01786,IBS,0,44
349,HG02074,KHV,0,44
350,HG01983,PEL,0,44
351,HG02079,KHV,0,44
352,HG01988,ACB,0,44
353,HG01949,PEL,0,44
354,HG01990,ACB,0,44
355,HG01951,PEL,0,44
356,HG01956,ACB,0,44
357,HG01952,PEL,0,44
358,HG01968,PEL,0,44
359,HG01969,PEL,0,44
360,HG01970,PEL,0,44
361,HG01971,PEL,0,44
362,HG01975,PEL,0,44
363,HG01976,PEL,0,44
364,HG01862,KHV,0,44
365,HG01798,CDX,0,44
366,HG01867,KHV,0,44
367,HG01801,CDX,0,44
368,HG01874,KHV,0,44
369,HG01806,CDX,0,44
370,HG01879,ACB,0,44
371,HG01813,CDX,0,44
372,HG01881,ACB,0,44
373,HG01844,KHV,0,44
374,HG01886,ACB,0,44
375,HG01849,KHV,0,44
376,HG01925,PEL,0,44
377,HG01851,KHV,0,44
378,HG01932,PEL,0,44
379,HG02234,IBS,0,44
380,HG01937,PEL,0,44
381,HG02239,IBS,0,44
382,HG01944,PEL,0,44
383,HG02253,PEL,0,44
384,HG01893,PEL,0,44
385,HG02258,ACB,0,44
386,HG01898,PEL,0,44
387,HG02260,PEL,0,44
388,HG01918,PEL,0,44
389,HG02265,PEL,0,44
390,HG01920,PEL,0,44
391,HG02188,CDX,0,44
392,HG01773,IBS,0,44
393,HG02190,CDX,0,44
394,HG01778,IBS,0,44
395,HG02215,GBR,0,44
396,HG01780,IBS,0,44
397,HG02222,IBS,0,44
398,HG01785,IBS,0,44
399,HG02145,ACB,0,44
400,HG01817,CDX,0,44
401,HG02152,CDX,0,44
402,HG01843,KHV,0,44
403,HG02164,CDX,0,44
404,HG01848,KHV,0,44
405,HG01850,KHV,0,44
406,HG01855,KHV,0,44
407,HG02082,KHV,0,44
408,HG01982,PEL,0,44
409,HG02087,KHV,0,44
410,HG01987,ACB,0,44
411,HG02102,PEL,0,44
412,HG01797,CDX,0,44
413,HG02107,ACB,0,44
414,HG01800,CDX,0,44
415,HG02304,PEL,0,44
416,HG01805,CDX,0,44
417,HG02309,ACB,0,44
418,HG01812,CDX,0,44
419,HG02316,ACB,0,44
420,HG02081,KHV,0,44
421,HG02323,ACB,0,44
422,HG02086,KHV,0,44
423,HG02330,ACB,0,44
424,HG02106,PEL,0,44
425,HG02121,KHV,0,44
426,HG02113,KHV,0,44
427,HG02126,KHV,0,44
428,HG02334,ACB,0,44
429,HG02133,KHV,0,44
430,HG02339,ACB,0,44
431,HG02138,KHV,0,44
432,HG02353,CDX,0,44
433,HG02140,KHV,0,44
434,HG02272,PEL,0,44
435,HG02360,CDX,0,44
436,HG02277,PEL,0,44
437,HG02372,CDX,0,44
438,HG02284,ACB,0,44
439,HG02233,IBS,0,44
440,HG02291,PEL,0,44
441,HG02238,IBS,0,44
442,HG02240,IBS,0,44
443,HG02373,CDX,0,44
444,HG02252,PEL,0,44
445,HG02380,CDX,0,44
446,HG02257,ACB,0,44
447,HG02385,CDX,0,44
448,HG02144,ACB,0,44
449,HG02392,CDX,0,44
450,HG02151,CDX,0,44
451,HG02397,CDX,0,44
452,HG02156,CDX,0,44
453,HG02549,ACB,0,44
454,HG02568,GWD,0,44
455,HG02303,PEL,0,44
456,HG02570,GWD,0,44
457,HG02308,ACB,0,44
458,HG02315,ACB,0,44
459,HG02582,GWD,0,44
460,HG02322,ACB,0,44
461,HG02271,PEL,0,44
462,HG02594,GWD,0,44
463,HG02283,ACB,0,44
464,HG02784,PJL,0,44
465,HG02789,PJL,0,44
466,HG02182,CDX,0,44
467,HG02791,PJL,0,44
468,HG02187,CDX,0,44
469,HG02804,GWD,0,44
470,HG02219,IBS,0,44
471,HG02221,IBS,0,44
472,HG02811,GWD,0,44
473,HG02377,CDX,0,44
474,HG02816,GWD,0,44
475,HG02384,CDX,0,44
476,HG02455,ACB,0,44
477,HG02389,CDX,0,44
478,HG02462,GWD,0,44
479,HG02391,CDX,0,44
480,HG02479,ACB,0,44
481,HG02396,CDX,0,44
482,HG02481,ACB,0,44
483,HG02120,KHV,0,44
484,HG02486,ACB,0,44
485,HG02132,KHV,0,44
486,HG02493,PJL,0,44
487,HG02137,KHV,0,44
488,HG02688,PJL,0,44
489,HG02733,PJL,0,44
490,HG02690,PJL,0,44
491,HG02703,GWD,0,44
492,HG02757,GWD,0,44
493,HG02715,GWD,0,44
494,HG02722,GWD,0,44
495,HG02769,GWD,0,44
496,HG02727,PJL,0,44
497,HG02771,GWD,0,44
498,HG02602,PJL,0,44
499,HG02614,GWD,0,44
500,HG02783,PJL,0,44
501,HG02621,GWD,0,44
502,HG02461,GWD,0,44
503,HG02645,GWD,0,44
504,HG02652,PJL,0,44
505,HG02478,ACB,0,44
506,HG02734,PJL,0,44
507,HG02480,ACB,0,44
508,HG02485,ACB,0,44
509,HG02760,GWD,0,44
510,HG02492,PJL,0,44
511,HG02772,GWD,0,44
512,HG02657,PJL,0,44
513,HG02790,PJL,0,44
514,HG02676,GWD,0,44
515,HG02808,GWD,0,44
516,HG02810,GWD,0,44
517,HG02501,ACB,0,44
518,HG02513,KHV,0,44
519,HG02555,ACB,0,44
520,HG02562,GWD,0,44
521,HG02537,ACB,0,44
522,HG02574,GWD,0,44
523,HG02429,ACB,0,44
524,HG02586,GWD,0,44
525,HG02436,ACB,0,44
526,HG02601,PJL,0,44
527,HG02450,ACB,0,44
528,HG02613,GWD,0,44
529,HG02854,GWD,0,44
530,HG02620,GWD,0,44
531,HG02861,GWD,0,44
532,HG02878,GWD,0,44
533,HG02649,PJL,0,44
534,HG02885,GWD,0,44
535,HG02651,PJL,0,44
536,HG02656,PJL,0,44
537,HG02675,GWD,0,44
538,HG02943,ESN,0,44
539,HG02682,PJL,0,44
540,HG02979,ESN,0,44
541,HG02687,PJL,0,44
542,HG02981,ESN,0,44
543,HG02694,PJL,0,44
544,HG03009,BEB,0,44
545,HG02699,PJL,0,44
546,HG03016,PJL,0,44
547,HG02702,GWD,0,44
548,HG02721,GWD,0,44
549,HG03028,GWD,0,44
550,HG02726,PJL,0,44
551,HG02497,ACB,0,44
552,HG02505,ACB,0,44
553,HG03078,MSL,0,44
554,HG02512,KHV,0,44
555,HG03085,MSL,0,44
556,HG02536,ACB,0,44
557,HG03097,MSL,0,44
558,HG02409,CDX,0,44
559,HG03100,ESN,0,44
560,HG02428,ACB,0,44
561,HG03105,ESN,0,44
562,HG02442,ACB,0,44
563,HG03237,PJL,0,44
564,HG02839,GWD,0,44
565,HG03268,ESN,0,44
566,HG02860,GWD,0,44
567,HG03270,ESN,0,44
568,HG02884,GWD,0,44
569,HG03054,MSL,0,44
570,HG02891,GWD,0,44
571,HG03061,MSL,0,44
572,HG02896,GWD,0,44
573,HG03066,MSL,0,44
574,HG02923,ESN,0,44
575,HG03073,MSL,0,44
576,HG03112,ESN,0,44
577,HG03212,MSL,0,44
578,HG03117,ESN,0,44
579,HG03224,MSL,0,44
580,HG03124,ESN,0,44
581,HG03229,PJL,0,44
582,HG03129,ESN,0,44
583,HG03193,ESN,0,44
584,HG03198,ESN,0,44
585,HG03027,GWD,0,44
586,HG03225,MSL,0,44
587,HG03136,ESN,0,44
588,HG03039,GWD,0,44
589,HG03162,ESN,0,44
590,HG03046,GWD,0,44
591,HG02974,ESN,0,44
592,HG03058,MSL,0,44
593,HG03369,ESN,0,44
594,HG03060,MSL,0,44
595,HG03376,MSL,0,44
596,HG03072,MSL,0,44
597,HG03077,MSL,0,44
598,HG03388,MSL,0,44
599,HG03084,MSL,0,44
600,HG03091,MSL,0,44
601,HG03484,MSL,0,44
602,HG03096,MSL,0,44
603,HG03491,PJL,0,44
604,HG03511,ESN,0,44
605,HG03015,PJL,0,44
606,HG03022,PJL,0,44
607,HG03624,PJL,0,44
608,HG03629,PJL,0,44
609,HG03130,ESN,0,44
610,HG03631,PJL,0,44
611,HG03135,ESN,0,44
612,HG03636,PJL,0,44
613,HG03159,ESN,0,44
614,HG03410,MSL,0,44
615,HG03439,MSL,0,44
616,HG03109,ESN,0,44
617,HG03446,MSL,0,44
618,HG03111,ESN,0,44
619,HG03458,MSL,0,44
620,HG03123,ESN,0,44
621,HG03460,MSL,0,44
622,HG02947,ESN,0,44
623,HG03472,MSL,0,44
624,HG02973,ESN,0,44
625,HG03547,MSL,0,44
626,HG03166,ESN,0,44
627,HG03559,MSL,0,44
628,HG03578,MSL,0,44
629,HG03294,ESN,0,44
630,HG03515,ESN,0,44
631,HG03539,GWD,0,44
632,HG03558,MSL,0,44
633,HG03585,BEB,0,44
634,HG03565,MSL,0,44
635,HG03600,BEB,0,44
636,HG03452,MSL,0,44
637,HG03457,MSL,0,44
638,HG03464,MSL,0,44
639,HG03352,ESN,0,44
640,HG03469,MSL,0,44
641,HG03787,ITU,0,44
642,HG03476,MSL,0,44
643,HG03488,PJL,0,44
644,HG03802,BEB,0,44
645,HG03490,PJL,0,44
646,HG03744,STU,0,44
647,HG03394,MSL,0,44
648,HG03756,STU,0,44
649,HG03869,ITU,0,44
650,HG03871,ITU,0,44
651,HG03419,MSL,0,44
652,HG03433,MSL,0,44
653,HG03888,STU,0,44
654,HG03890,STU,0,44
655,HG03445,MSL,0,44
656,HG03895,STU,0,44
657,HG03572,MSL,0,44
658,HG03643,STU,0,44
659,HG03577,MSL,0,44
660,HG03584,MSL,0,44
661,HG03667,PJL,0,44
662,HG03589,BEB,0,44
663,HG03679,STU,0,44
664,HG03681,STU,0,44
665,HG03267,ESN,0,44
666,HG03706,PJL,0,44
667,HG03279,ESN,0,44
668,HG03713,ITU,0,44
669,HG03718,ITU,0,44
670,HG03298,ESN,0,44
671,HG03720,ITU,0,44
672,HG03301,ESN,0,44
673,HG03363,ESN,0,44
674,HG03838,STU,0,44
675,HG03370,ESN,0,44
676,HG03845,STU,0,44
677,HG03382,MSL,0,44
678,HG03857,STU,0,44
679,HG03864,ITU,0,44
680,HG03313,ESN,0,44
681,HG03770,ITU,0,44
682,HG03351,ESN,0,44
683,HG03775,ITU,0,44
684,HG03604,BEB,0,44
685,HG03782,ITU,0,44
686,HG03611,BEB,0,44
687,HG03686,STU,0,44
688,HG03616,BEB,0,44
689,HG03693,STU,0,44
690,HG03779,ITU,0,44
691,HG03698,STU,0,44
692,HG03781,ITU,0,44
693,HG03786,ITU,0,44
694,HG03814,BEB,0,44
695,HG03793,BEB,0,44
696,HG03821,BEB,0,44
697,HG03826,BEB,0,44
698,HG03833,BEB,0,44
699,HG03832,BEB,0,44
700,HG04076,ITU,0,44
701,HG03837,STU,0,44
702,HG04090,ITU,0,44
703,HG03844,STU,0,44
704,HG03849,STU,0,44
705,HG03851,STU,0,44
706,HG03856,STU,0,44
707,HG04134,BEB,0,44
708,HG03697,STU,0,44
709,HG04209,ITU,0,44
710,HG03705,PJL,0,44
711,HG04211,ITU,0,44
712,HG03717,ITU,0,44
713,HG04216,ITU,0,44
714,HG03755,STU,0,44
715,HG03762,PJL,0,44
716,HG04235,ITU,0,44
717,HG03767,PJL,0,44
718,HG03774,ITU,0,44
719,HG03908,BEB,0,44
720,HG03910,BEB,0,44
721,HG03642,STU,0,44
722,HG03922,BEB,0,44
723,HG03863,ITU,0,44
724,HG04141,BEB,0,44
725,HG03868,ITU,0,44
726,HG04146,BEB,0,44
727,HG03870,ITU,0,44
728,HG04153,BEB,0,44
729,HG03875,ITU,0,44
730,HG04158,BEB,0,44
731,HG03882,ITU,0,44
732,HG03887,STU,0,44
733,HG03953,STU,0,44
734,HG03673,STU,0,44
735,HG03960,ITU,0,44
736,HG03680,STU,0,44
737,HG03965,ITU,0,44
738,HG03685,STU,0,44
739,HG03692,STU,0,44
740,HG03977,ITU,0,44
741,HG03729,ITU,0,44
742,HG03989,STU,0,44
743,HG03731,ITU,0,44
744,HG03991,STU,0,44
745,HG03736,STU,0,44
746,HG04002,ITU,0,44
747,HG03743,STU,0,44
748,HG04014,ITU,0,44
749,HG03750,STU,0,44
750,HG04019,ITU,0,44
751,HG04026,ITU,0,44
752,HG04033,STU,0,44
753,HG04177,BEB,0,44
754,HG04063,ITU,0,44
755,HG04070,ITU,0,44
756,HG04189,BEB,0,44
757,HG04075,STU,0,44
758,HG04094,ITU,0,44
759,HG04099,STU,0,44
760,HG03934,BEB,0,44
761,HG04107,STU,0,44
762,HG03941,BEB,0,44
763,HG04038,STU,0,44
764,HG03990,STU,0,44
765,HG03995,STU,0,44
766,NA12828,CEU,0,44
767,HG04001,ITU,0,44
768,NA12830,CEU,0,44
769,HG04006,STU,0,44
770,NA12842,CEU,0,44
771,HG04018,ITU,0,44
772,NA12873,CEU,0,44
773,HG04020,ITU,0,44
774,NA12878,CEU,0,44
775,HG03894,STU,0,44
776,NA12892,CEU,0,44
777,HG03899,STU,0,44
778,NA18484,YRI,1,44
779,HG03902,BEB,0,44
780,NA18489,YRI,1,44
781,HG03907,BEB,0,44
782,NA18504,YRI,1,44
783,HG03914,BEB,0,44
784,NA18509,YRI,1,44
785,HG04195,BEB,0,44
786,NA18511,YRI,1,44
787,NA18516,YRI,1,44
788,HG04210,STU,0,44
789,NA10860,CEU,0,44
790,NA10865,CEU,0,44
791,HG04164,BEB,0,44
792,NA11832,CEU,0,44
793,HG04171,BEB,0,44
794,NA11882,CEU,0,44
795,HG04176,BEB,0,44
796,NA11894,CEU,0,44
797,HG04183,BEB,0,44
798,NA11919,CEU,0,44
799,HG04188,BEB,0,44
800,NA11933,CEU,0,44
801,NA11995,CEU,0,44
802,HG04140,BEB,0,44
803,NA12006,CEU,0,44
804,HG04152,BEB,0,44
805,NA12044,CEU,0,44
806,NA12056,CEU,0,44
807,HG03919,BEB,0,44
808,NA12145,CEU,0,44
809,HG03926,BEB,0,44
810,NA12234,CEU,0,44
811,HG03940,BEB,0,44
812,NA12239,CEU,0,44
813,HG03945,STU,0,44
814,NA12272,CEU,0,44
815,HG03969,ITU,0,44
816,NA18523,YRI,1,44
817,HG03971,ITU,0,44
818,NA18528,CHB,1,38
819,HG03976,ITU,0,44
820,NA18530,CHB,1,38
821,HG04025,ITU,0,44
822,NA18535,CHB,1,38
823,HG04037,STU,0,44
824,NA18542,CHB,1,38
825,HG04056,ITU,0,44
826,NA18547,CHB,1,38
827,NA18503,YRI,1,44
828,NA18559,CHB,1,38
829,NA18508,YRI,1,44
830,NA18561,CHB,1,38
831,NA18510,YRI,1,44
832,NA18566,CHB,1,38
833,NA18515,YRI,1,44
834,NA18573,CHB,1,38
835,NA18522,YRI,1,44
836,NA18592,CHB,1,38
837,NA18527,CHB,1,38
838,NA18597,CHB,1,38
839,NA18534,CHB,1,38
840,NA18605,CHB,1,38
841,NA18539,CHB,1,38
842,NA18612,CHB,1,38
843,NA18541,CHB,1,38
844,NA18617,CHB,1,38
845,NA18546,CHB,1,38
846,NA18624,CHB,1,38
847,NA18553,CHB,1,38
848,NA18876,YRI,1,44
849,NA18558,CHB,1,38
850,NA18908,YRI,1,44
851,NA18560,CHB,1,38
852,NA18910,YRI,1,44
853,NA18565,CHB,1,38
854,NA18915,YRI,1,44
855,NA18572,CHB,1,38
856,NA18934,YRI,1,44
857,NA18933,YRI,1,44
858,NA18939,JPT,0,19
859,NA18940,JPT,0,19
860,NA18941,JPT,0,19
861,NA18945,JPT,0,19
862,NA18946,JPT,0,19
863,NA18952,JPT,0,19
864,NA18953,JPT,0,19
865,NA18957,JPT,0,19
866,NA18960,JPT,0,19
867,NA18964,JPT,0,19
868,NA18629,CHB,1,38
869,NA18969,JPT,0,19
870,NA18631,CHB,1,38
871,NA18971,JPT,0,19
872,NA18636,CHB,1,38
873,NA18976,JPT,0,19
874,NA18643,CHB,1,38
875,NA18983,JPT,0,19
876,NA18648,CHB,1,38
877,NA18988,JPT,0,19
878,NA18749,CHB,1,38
879,NA18990,JPT,0,19
880,NA18794,CHB,1,38
881,NA18995,JPT,0,19
882,NA18852,YRI,1,44
883,NA19001,JPT,0,19
884,NA18857,YRI,1,44
885,NA19006,JPT,0,19
886,NA18864,YRI,1,44
887,NA10852,CEU,0,44
888,NA18869,YRI,1,44
889,NA10857,CEU,0,44
890,NA18871,YRI,1,44
891,NA10864,CEU,0,44
892,NA12335,CEU,0,44
893,NA11829,CEU,0,44
894,NA12342,CEU,0,44
895,NA11831,CEU,0,44
896,NA12347,CEU,0,44
897,NA11843,CEU,0,44
898,NA12400,CEU,0,44
899,NA11881,CEU,0,44
900,NA12708,CEU,0,44
901,NA11893,CEU,0,44
902,NA12739,CEU,0,44
903,NA11918,CEU,0,44
904,NA12753,CEU,0,44
905,NA11920,CEU,0,44
906,NA12760,CEU,0,44
907,NA11932,CEU,0,44
908,NA12777,CEU,0,44
909,NA11994,CEU,0,44
910,NA18965,JPT,0,19
911,NA12005,CEU,0,44
912,NA18972,JPT,0,19
913,NA12043,CEU,0,44
914,NA18977,JPT,0,19
915,NA18577,CHB,1,38
916,NA18984,JPT,0,19
917,NA18591,CHB,1,38
918,NA18989,JPT,0,19
919,NA18596,CHB,1,38
920,NA18991,JPT,0,19
921,NA18609,CHB,1,38
922,NA19002,JPT,0,19
923,NA18611,CHB,1,38
924,NA19007,JPT,0,19
925,NA18616,CHB,1,38
926,NA19019,LWK,0,19
927,NA18623,CHB,1,38
928,NA19026,LWK,0,19
929,NA18628,CHB,1,38
930,NA06984,CEU,0,44
931,NA18630,CHB,1,38
932,NA06989,CEU,0,44
933,NA18635,CHB,1,38
