,No.,Popcode,request,response
203,HG01274,CLM,0,43
204,HG00597,CHS,0,43
205,HG01279,CLM,0,43
206,HG01281,CLM,0,43
207,HG00612,CHS,0,43
208,HG01286,PUR,0,43
209,HG00629,CHS,0,43
210,HG01414,PUR,0,43
211,HG00631,CHS,0,43
212,HG00636,CHS,0,43
213,HG01438,CLM,0,43
214,HG01312,PUR,0,43
215,HG01440,CLM,0,43
216,HG01343,CLM,0,43
217,HG01348,CLM,0,43
218,HG01457,CLM,0,43
219,HG01350,CLM,0,43
220,HG01464,CLM,0,43
221,HG01355,CLM,0,43
222,HG01503,IBS,0,43
223,HG01362,CLM,0,43
224,HG01508,IBS,0,43
225,HG01367,CLM,0,43
226,HG01510,IBS,0,43
227,HG01254,CLM,0,43
228,HG01515,IBS,0,43
229,HG01259,CLM,0,43
230,HG01522,IBS,0,43
231,HG01261,CLM,0,43
232,HG01527,IBS,0,43
233,HG01273,CLM,0,43
234,HG01596,KHV,0,43
235,HG01278,CLM,0,43
236,HG01604,IBS,0,43
237,HG01280,CLM,0,43
238,HG01609,IBS,0,43
239,HG01305,PUR,0,43
240,HG01611,IBS,0,43
241,HG01052,PUR,0,43
242,HG01565,PEL,1,43
243,HG01064,PUR,0,43
244,HG01572,PEL,1,43
245,HG01069,PUR,0,43
246,HG01577,PEL,1,43
247,HG01071,PUR,0,43
248,HG01589,PJL,0,42
249,HG01083,PUR,0,43
250,HG01538,IBS,0,43
251,HG01552,CLM,0,43
252,HG01488,CLM,0,43
253,HG01571,PEL,1,43
254,HG01490,CLM,0,43
255,HG01583,PJL,0,42
256,HG01495,CLM,0,43
257,HG01616,IBS,0,43
258,HG01413,PUR,0,43
259,HG01623,IBS,0,43
260,HG01432,CLM,0,43
261,HG01628,IBS,0,43
262,HG01437,CLM,0,43
263,HG01630,IBS,0,43
264,HG01444,CLM,0,43
265,HG01673,IBS,0,43
266,HG01456,CLM,0,43
267,HG01678,IBS,0,43
268,HG01463,CLM,0,43
269,HG01680,IBS,0,43
270,HG01502,IBS,0,43
271,HG01685,IBS,0,43
272,HG01507,IBS,0,43
273,HG01697,IBS,0,43
274,HG01514,IBS,0,43
275,HG01700,IBS,0,43
276,HG01519,IBS,0,43
277,HG01375,CLM,0,43
278,HG01521,IBS,0,43
279,HG01526,IBS,0,43
280,HG01402,PUR,0,43
281,HG01704,IBS,0,43
282,HG01705,IBS,0,43
283,HG01709,IBS,0,43
284,HG01748,IBS,0,43
285,HG01711,IBS,0,43
286,HG01755,IBS,0,43
287,HG01747,IBS,0,43
288,HG01762,IBS,0,43
289,HG01761,IBS,0,43
290,HG02006,PEL,1,43
291,HG01766,IBS,0,43
292,HG02013,ACB,0,42
293,HG01374,CLM,0,43
294,HG02018,KHV,0,43
295,HG01379,CLM,0,43
296,HG02020,KHV,0,43
297,HG01393,PUR,0,43
298,HG02025,KHV,0,43
299,HG01398,PUR,0,43
300,HG02032,KHV,0,43
301,HG01468,CLM,0,43
302,HG02049,KHV,0,43
303,HG02051,ACB,0,42
304,HG02056,KHV,0,43
305,HG01494,CLM,0,43
306,HG02068,KHV,0,43
307,HG01499,CLM,0,43
308,HG02070,KHV,0,43
309,HG01595,KHV,0,43
310,HG02075,KHV,0,43
311,HG01603,IBS,0,43
312,HG01863,KHV,0,43
313,HG01608,IBS,0,43
314,HG01868,KHV,0,43
315,HG01610,IBS,0,43
316,HG01870,KHV,0,43
317,HG01615,IBS,0,43
318,HG01882,ACB,0,42
319,HG01622,IBS,0,43
320,HG01887,ACB,0,42
321,HG01627,IBS,0,43
322,HG01894,ACB,0,42
323,HG01672,IBS,0,43
324,HG01914,ACB,0,42
325,HG01677,IBS,0,43
326,HG01919,PEL,1,43
327,HG01684,IBS,0,43
328,HG01921,PEL,1,43
329,HG01696,IBS,0,43
330,HG01926,PEL,1,43
331,HG02012,ACB,0,42
332,HG01933,PEL,1,43
333,HG02017,KHV,0,43
334,HG01938,PEL,1,43
335,HG02024,KHV,0,43
336,HG01940,PEL,1,43
337,HG02029,KHV,0,43
338,HG01945,PEL,1,43
339,HG02031,KHV,0,43
340,HG01767,IBS,0,43
341,HG02048,KHV,0,43
342,HG01774,IBS,0,43
343,HG02050,KHV,0,43
344,HG01779,IBS,0,43
345,HG02055,ACB,0,42
346,HG01781,IBS,0,43
347,HG02067,KHV,0,43
348,HG01786,IBS,0,43
349,HG02074,KHV,0,43
350,HG01983,PEL,1,43
351,HG02079,KHV,0,43
352,HG01988,ACB,0,42
353,HG01949,PEL,1,43
354,HG01990,ACB,0,42
355,HG01951,PEL,1,43
356,HG01956,ACB,0,42
357,HG01952,PEL,1,43
358,HG01968,PEL,1,43
359,HG01969,PEL,1,43
360,HG01970,PEL,1,43
361,HG01971,PEL,1,43
362,HG01975,PEL,1,43
363,HG01976,PEL,1,43
364,HG01862,KHV,0,43
365,HG01798,CDX,0,43
366,HG01867,KHV,0,43
367,HG01801,CDX,0,43
368,HG01874,KHV,0,43
369,HG01806,CDX,0,43
370,HG01879,ACB,0,42
371,HG01813,CDX,0,43
372,HG01881,ACB,0,42
373,HG01844,KHV,0,43
374,HG01886,ACB,0,42
375,HG01849,KHV,0,43
376,HG01925,PEL,1,43
377,HG01851,KHV,0,43
378,HG01932,PEL,1,43
379,HG02234,IBS,0,43
380,HG01937,PEL,1,43
381,HG02239,IBS,0,43
382,HG01944,PEL,1,43
383,HG02253,PEL,1,43
384,HG01893,PEL,1,43
385,HG02258,ACB,0,42
386,HG01898,PEL,1,43
387,HG02260,PEL,1,43
388,HG01918,PEL,1,43
389,HG02265,PEL,1,43
390,HG01920,PEL,1,43
391,HG02188,CDX,0,43
392,HG01773,IBS,0,43
393,HG02190,CDX,0,43
394,HG01778,IBS,0,43
395,HG02215,GBR,0,43
396,HG01780,IBS,0,43
397,HG02222,IBS,0,43
398,HG01785,IBS,0,43
399,HG02145,ACB,0,42
400,HG01817,CDX,0,43
401,HG02152,CDX,0,43
402,HG01843,KHV,0,43
403,HG02164,CDX,0,43
404,HG01848,KHV,0,43
405,HG01850,KHV,0,43
406,HG01855,KHV,0,43
407,HG02082,KHV,0,43
408,HG01982,PEL,1,43
409,HG02087,KHV,0,43
410,HG01987,ACB,0,42
411,HG02102,PEL,1,43
412,HG01797,CDX,0,43
413,HG02107,ACB,0,42
414,HG01800,CDX,0,43
415,HG02304,PEL,1,43
416,HG01805,CDX,0,43
417,HG02309,ACB,0,42
418,HG01812,CDX,0,43
419,HG02316,ACB,0,42
420,HG02081,KHV,0,43
421,HG02323,ACB,0,42
422,HG02086,KHV,0,43
423,HG02330,ACB,0,42
424,HG02106,PEL,1,43
425,HG02121,KHV,0,43
426,HG02113,KHV,0,43
427,HG02126,KHV,0,43
428,HG02334,ACB,0,42
429,HG02133,KHV,0,43
430,HG02339,ACB,0,42
431,HG02138,KHV,0,43
432,HG02353,CDX,0,43
433,HG02140,KHV,0,43
434,HG02272,PEL,1,43
435,HG02360,CDX,0,43
436,HG02277,PEL,1,43
437,HG02372,CDX,0,43
438,HG02284,ACB,0,42
439,HG02233,IBS,0,43
440,HG02291,PEL,1,43
441,HG02238,IBS,0,43
442,HG02240,IBS,0,43
443,HG02373,CDX,0,43
444,HG02252,PEL,1,43
445,HG02380,CDX,0,43
446,HG02257,ACB,0,42
447,HG02385,CDX,0,43
448,HG02144,ACB,0,42
449,HG02392,CDX,0,43
450,HG02151,CDX,0,43
451,HG02397,CDX,0,43
452,HG02156,CDX,0,43
453,HG02549,ACB,0,42
454,HG02568,GWD,0,42
455,HG02303,PEL,1,43
456,HG02570,GWD,0,42
457,HG02308,ACB,0,42
458,HG02315,ACB,0,42
459,HG02582,GWD,0,42
460,HG02322,ACB,0,42
461,HG02271,PEL,1,43
462,HG02594,GWD,0,42
463,HG02283,ACB,0,42
464,HG02784,PJL,0,42
465,HG02789,PJL,0,42
466,HG02182,CDX,0,43
467,HG02791,PJL,0,42
468,HG02187,CDX,0,43
469,HG02804,GWD,0,42
470,HG02219,IBS,0,43
471,HG02221,IBS,0,43
472,HG02811,GWD,0,42
473,HG02377,CDX,0,43
474,HG02816,GWD,0,42
475,HG02384,CDX,0,43
476,HG02455,ACB,0,42
477,HG02389,CDX,0,43
478,HG02462,GWD,0,42
479,HG02391,CDX,0,43
480,HG02479,ACB,0,42
481,HG02396,CDX,0,43
482,HG02481,ACB,0,42
483,HG02120,KHV,0,43
484,HG02486,ACB,0,42
485,HG02132,KHV,0,43
486,HG02493,PJL,0,42
487,HG02137,KHV,0,43
488,HG02688,PJL,0,42
489,HG02733,PJL,0,42
490,HG02690,PJL,0,42
491,HG02703,GWD,0,42
492,HG02757,GWD,0,42
493,HG02715,GWD,0,42
494,HG02722,GWD,0,42
495,HG02769,GWD,0,42
496,HG02727,PJL,0,42
497,HG02771,GWD,0,42
498,HG02602,PJL,0,42
499,HG02614,GWD,0,42
500,HG02783,PJL,0,42
501,HG02621,GWD,0,42
502,HG02461,GWD,0,42
503,HG02645,GWD,0,42
504,HG02652,PJL,0,42
505,HG02478,ACB,0,42
506,HG02734,PJL,0,42
507,HG02480,ACB,0,42
508,HG02485,ACB,0,42
509,HG02760,GWD,0,42
510,HG02492,PJL,0,42
511,HG02772,GWD,0,42
512,HG02657,PJL,0,42
513,HG02790,PJL,0,42
514,HG02676,GWD,0,42
515,HG02808,GWD,0,42
516,HG02810,GWD,0,42
517,HG02501,ACB,0,42
518,HG02513,KHV,0,43
519,HG02555,ACB,0,42
520,HG02562,GWD,0,42
521,HG02537,ACB,0,42
522,HG02574,GWD,0,42
523,HG02429,ACB,0,42
524,HG02586,GWD,0,42
525,HG02436,ACB,0,42
526,HG02601,PJL,0,42
527,HG02450,ACB,0,42
528,HG02613,GWD,0,42
529,HG02854,GWD,0,42
530,HG02620,GWD,0,42
531,HG02861,GWD,0,42
532,HG02878,GWD,0,42
533,HG02649,PJL,0,42
534,HG02885,GWD,0,42
535,HG02651,PJL,0,42
536,HG02656,PJL,0,42
537,HG02675,GWD,0,42
538,HG02943,ESN,0,42
539,HG02682,PJL,0,42
540,HG02979,ESN,0,42
541,HG02687,PJL,0,42
542,HG02981,ESN,0,42
543,HG02694,PJL,0,42
544,HG03009,BEB,0,42
545,HG02699,PJL,0,42
546,HG03016,PJL,0,42
547,HG02702,GWD,0,42
548,HG02721,GWD,0,42
549,HG03028,GWD,0,42
550,HG02726,PJL,0,42
551,HG02497,ACB,0,42
552,HG02505,ACB,0,42
553,HG03078,MSL,0,42
554,HG02512,KHV,0,43
555,HG03085,MSL,0,42
556,HG02536,ACB,0,42
557,HG03097,MSL,0,42
558,HG02409,CDX,0,43
559,HG03100,ESN,0,42
560,HG02428,ACB,0,42
561,HG03105,ESN,0,42
562,HG02442,ACB,0,42
563,HG03237,PJL,0,42
564,HG02839,GWD,0,42
565,HG03268,ESN,0,42
566,HG02860,GWD,0,42
567,HG03270,ESN,0,42
568,HG02884,GWD,0,42
569,HG03054,MSL,0,42
570,HG02891,GWD,0,42
571,HG03061,MSL,0,42
572,HG02896,GWD,0,42
573,HG03066,MSL,0,42
574,HG02923,ESN,0,42
575,HG03073,MSL,0,42
576,HG03112,ESN,0,42
577,HG03212,MSL,0,42
578,HG03117,ESN,0,42
579,HG03224,MSL,0,42
580,HG03124,ESN,0,42
581,HG03229,PJL,0,42
582,HG03129,ESN,0,42
583,HG03193,ESN,0,42
584,HG03198,ESN,0,42
585,HG03027,GWD,0,42
586,HG03225,MSL,0,42
587,HG03136,ESN,0,42
588,HG03039,GWD,0,42
589,HG03162,ESN,0,42
590,HG03046,GWD,0,42
591,HG02974,ESN,0,42
592,HG03058,MSL,0,42
593,HG03369,ESN,0,42
594,HG03060,MSL,0,42
595,HG03376,MSL,0,42
596,HG03072,MSL,0,42
597,HG03077,MSL,0,42
598,HG03388,MSL,0,42
599,HG03084,MSL,0,42
600,HG03091,MSL,0,42
601,HG03484,MSL,0,42
602,HG03096,MSL,0,42
603,HG03491,PJL,0,42
604,HG03511,ESN,0,42
605,HG03015,PJL,0,42
606,HG03022,PJL,0,42
607,HG03624,PJL,0,42
608,HG03629,PJL,0,42
609,HG03130,ESN,0,42
610,HG03631,PJL,0,42
611,HG03135,ESN,0,42
612,HG03636,PJL,0,42
613,HG03159,ESN,0,42
614,HG03410,MSL,0,42
615,HG03439,MSL,0,42
616,HG03109,ESN,0,42
617,HG03446,MSL,0,42
618,HG03111,ESN,0,42
619,HG03458,MSL,0,42
620,HG03123,ESN,0,42
621,HG03460,MSL,0,42
622,HG02947,ESN,0,42
623,HG03472,MSL,0,42
624,HG02973,ESN,0,42
625,HG03547,MSL,0,42
626,HG03166,ESN,0,42
627,HG03559,MSL,0,42
628,HG03578,MSL,0,42
629,HG03294,ESN,0,42
630,HG03515,ESN,0,42
631,HG03539,GWD,0,42
632,HG03558,MSL,0,42
633,HG03585,BEB,0,42
634,HG03565,MSL,0,42
635,HG03600,BEB,0,42
636,HG03452,MSL,0,42
637,HG03457,MSL,0,42
638,HG03464,MSL,0,42
639,HG03352,ESN,0,42
640,HG03469,MSL,0,42
641,HG03787,ITU,0,42
642,HG03476,MSL,0,42
643,HG03488,PJL,0,42
644,HG03802,BEB,0,42
645,HG03490,PJL,0,42
646,HG03744,STU,0,42
647,HG03394,MSL,0,42
648,HG03756,STU,0,42
649,HG03869,ITU,0,42
650,HG03871,ITU,0,42
651,HG03419,MSL,0,42
652,HG03433,MSL,0,42
653,HG03888,STU,0,42
654,HG03890,STU,0,42
655,HG03445,MSL,0,42
656,HG03895,STU,0,42
657,HG03572,MSL,0,42
658,HG03643,STU,0,42
659,HG03577,MSL,0,42
660,HG03584,MSL,0,42
661,HG03667,PJL,0,42
662,HG03589,BEB,0,42
663,HG03679,STU,0,42
664,HG03681,STU,0,42
665,HG03267,ESN,0,42
666,HG03706,PJL,0,42
667,HG03279,ESN,0,42
668,HG03713,ITU,0,42
669,HG03718,ITU,0,42
670,HG03298,ESN,0,42
671,HG03720,ITU,0,42
672,HG03301,ESN,0,42
673,HG03363,ESN,0,42
674,HG03838,STU,0,42
675,HG03370,ESN,0,42
676,HG03845,STU,0,42
677,HG03382,MSL,0,42
678,HG03857,STU,0,42
679,HG03864,ITU,0,42
680,HG03313,ESN,0,42
681,HG03770,ITU,0,42
682,HG03351,ESN,0,42
683,HG03775,ITU,0,42
684,HG03604,BEB,0,42
685,HG03782,ITU,0,42
686,HG03611,BEB,0,42
687,HG03686,STU,0,42
688,HG03616,BEB,0,42
689,HG03693,STU,0,42
690,HG03779,ITU,0,42
691,HG03698,STU,0,42
692,HG03781,ITU,0,42
693,HG03786,ITU,0,42
694,HG03814,BEB,0,42
695,HG03793,BEB,0,42
696,HG03821,BEB,0,42
697,HG03826,BEB,0,42
698,HG03833,BEB,0,42
699,HG03832,BEB,0,42
700,HG04076,ITU,0,42
701,HG03837,STU,0,42
702,HG04090,ITU,0,42
703,HG03844,STU,0,42
704,HG03849,STU,0,42
705,HG03851,STU,0,42
706,HG03856,STU,0,42
707,HG04134,BEB,0,42
708,HG03697,STU,0,42
709,HG04209,ITU,0,42
710,HG03705,PJL,0,42
711,HG04211,ITU,0,42
712,HG03717,ITU,0,42
713,HG04216,ITU,0,42
714,HG03755,STU,0,42
715,HG03762,PJL,0,42
716,HG04235,ITU,0,42
717,HG03767,PJL,0,42
718,HG03774,ITU,0,42
719,HG03908,BEB,0,42
720,HG03910,BEB,0,42
721,HG03642,STU,0,42
722,HG03922,BEB,0,42
723,HG03863,ITU,0,42
724,HG04141,BEB,0,42
725,HG03868,ITU,0,42
726,HG04146,BEB,0,42
727,HG03870,ITU,0,42
728,HG04153,BEB,0,42
729,HG03875,ITU,0,42
730,HG04158,BEB,0,42
731,HG03882,ITU,0,42
732,HG03887,STU,0,42
733,HG03953,STU,0,42
734,HG03673,STU,0,42
735,HG03960,ITU,0,42
736,HG03680,STU,0,42
737,HG03965,ITU,0,42
738,HG03685,STU,0,42
739,HG03692,STU,0,42
740,HG03977,ITU,0,42
741,HG03729,ITU,0,42
742,HG03989,STU,0,42
743,HG03731,ITU,0,42
744,HG03991,STU,0,42
745,HG03736,STU,0,42
746,HG04002,ITU,0,42
747,HG03743,STU,0,42
748,HG04014,ITU,0,42
749,HG03750,STU,0,42
750,HG04019,ITU,0,42
751,HG04026,ITU,0,42
752,HG04033,STU,0,42
753,HG04177,BEB,0,42
754,HG04063,ITU,0,42
755,HG04070,ITU,0,42
756,HG04189,BEB,0,42
757,HG04075,STU,0,42
758,HG04094,ITU,0,42
759,HG04099,STU,0,42
760,HG03934,BEB,0,42
761,HG04107,STU,0,42
762,HG03941,BEB,0,42
763,HG04038,STU,0,42
764,HG03990,STU,0,42
765,HG03995,STU,0,42
766,NA12828,CEU,0,42
767,HG04001,ITU,0,42
768,NA12830,CEU,0,42
769,HG04006,STU,0,42
770,NA12842,CEU,0,42
771,HG04018,ITU,0,42
772,NA12873,CEU,0,42
773,HG04020,ITU,0,42
774,NA12878,CEU,0,42
775,HG03894,STU,0,42
776,NA12892,CEU,0,42
777,HG03899,STU,0,42
778,NA18484,YRI,1,27
779,HG03902,BEB,0,42
780,NA18489,YRI,1,27
781,HG03907,BEB,0,42
782,NA18504,YRI,1,27
783,HG03914,BEB,0,42
784,NA18509,YRI,1,27
785,HG04195,BEB,0,42
786,NA18511,YRI,1,27
787,NA18516,YRI,1,27
788,HG04210,STU,0,42
789,NA10860,CEU,0,42
790,NA10865,CEU,0,42
791,HG04164,BEB,0,42
792,NA11832,CEU,0,42
793,HG04171,BEB,0,42
794,NA11882,CEU,0,42
795,HG04176,BEB,0,42
796,NA11894,CEU,0,42
797,HG04183,BEB,0,42
798,NA11919,CEU,0,42
799,HG04188,BEB,0,42
800,NA11933,CEU,0,42
801,NA11995,CEU,0,42
802,HG04140,BEB,0,42
803,NA12006,CEU,0,42
804,HG04152,BEB,0,42
805,NA12044,CEU,0,42
806,NA12056,CEU,0,42
807,HG03919,BEB,0,42
808,NA12145,CEU,0,42
809,HG03926,BEB,0,42
810,NA12234,CEU,0,42
811,HG03940,BEB,0,42
812,NA12239,CEU,0,42
813,HG03945,STU,0,42
814,NA12272,CEU,0,42
815,HG03969,ITU,0,42
816,NA18523,YRI,1,27
817,HG03971,ITU,0,42
818,NA18528,CHB,0,18
819,HG03976,ITU,0,42
820,NA18530,CHB,0,18
821,HG04025,ITU,0,42
822,NA18535,CHB,0,18
823,HG04037,STU,0,42
824,NA18542,CHB,0,18
825,HG04056,ITU,0,42
826,NA18547,CHB,0,18
827,NA18503,YRI,1,27
828,NA18559,CHB,0,18
829,NA18508,YRI,1,27
830,NA18561,CHB,0,18
831,NA18510,YRI,1,27
832,NA18566,CHB,0,18
833,NA18515,YRI,1,27
834,NA18573,CHB,0,18
835,NA18522,YRI,1,27
836,NA18592,CHB,0,18
837,NA18527,CHB,0,18
838,NA18597,CHB,0,18
839,NA18534,CHB,0,18
840,NA18605,CHB,0,18
841,NA18539,CHB,0,18
842,NA18612,CHB,0,18
843,NA18541,CHB,0,18
844,NA18617,CHB,0,18
845,NA18546,CHB,0,18
846,NA18624,CHB,0,18
847,NA18553,CHB,0,18
848,NA18876,YRI,1,27
849,NA18558,CHB,0,18
850,NA18908,YRI,1,27
851,NA18560,CHB,0,18
852,NA18910,YRI,1,27
853,NA18565,CHB,0,18
854,NA18915,YRI,1,27
855,NA18572,CHB,0,18
856,NA18934,YRI,1,27
857,NA18933,YRI,1,27
858,NA18939,JPT,0,18
859,NA18940,JPT,0,18
860,NA18941,JPT,0,18
861,NA18945,JPT,0,18
862,NA18946,JPT,0,18
863,NA18952,JPT,0,18
864,NA18953,JPT,0,18
865,NA18957,JPT,0,18
866,NA18960,JPT,0,18
867,NA18964,JPT,0,18
868,NA18629,CHB,0,18
869,NA18969,JPT,0,18
870,NA18631,CHB,0,18
871,NA18971,JPT,0,18
872,NA18636,CHB,0,18
873,NA18976,JPT,0,18
874,NA18643,CHB,0,18
875,NA18983,JPT,0,18
876,NA18648,CHB,0,18
877,NA18988,JPT,0,18
878,NA18749,CHB,0,18
879,NA18990,JPT,0,18
880,NA18794,CHB,0,18
881,NA18995,JPT,0,18
882,NA18852,YRI,1,27
883,NA19001,JPT,0,18
884,NA18857,YRI,1,27
885,NA19006,JPT,0,18
886,NA18864,YRI,1,27
887,NA10852,CEU,0,42
888,NA18869,YRI,1,27
889,NA10857,CEU,0,42
890,NA18871,YRI,1,27
891,NA10864,CEU,0,42
892,NA12335,CEU,0,42
893,NA11829,CEU,0,42
894,NA12342,CEU,0,42
895,NA11831,CEU,0,42
896,NA12347,CEU,0,42
897,NA11843,CEU,0,42
898,NA12400,CEU,0,42
899,NA11881,CEU,0,42
900,NA12708,CEU,0,42
901,NA11893,CEU,0,42
902,NA12739,CEU,0,42
903,NA11918,CEU,0,42
904,NA12753,CEU,0,42
905,NA11920,CEU,0,42
906,NA12760,CEU,0,42
907,NA11932,CEU,0,42
908,NA12777,CEU,0,42
909,NA11994,CEU,0,42
910,NA18965,JPT,0,18
911,NA12005,CEU,0,42
912,NA18972,JPT,0,18
913,NA12043,CEU,0,42
914,NA18977,JPT,0,18
915,NA18577,CHB,0,18
916,NA18984,JPT,0,18
917,NA18591,CHB,0,18
918,NA18989,JPT,0,18
919,NA18596,CHB,0,18
920,NA18991,JPT,0,18
921,NA18609,CHB,0,18
922,NA19002,JPT,0,18
923,NA18611,CHB,0,18
924,NA19007,JPT,0,18
925,NA18616,CHB,0,18
926,NA19019,LWK,0,18
927,NA18623,CHB,0,18
928,NA19026,LWK,0,18
929,NA18628,CHB,0,18
930,NA06984,CEU,0,42
931,NA18630,CHB,0,18
932,NA06989,CEU,0,42
933,NA18635,CHB,0,18
