,No.,Popcode,request,response
158,HG00674,CHS,0,45
159,HG00637,PUR,0,45
160,HG00693,CHS,0,45
161,HG01089,PUR,0,45
162,HG00698,CHS,0,45
163,HG01096,PUR,0,45
164,HG00701,CHS,0,45
165,HG01104,PUR,0,45
166,HG00706,CHS,0,45
167,HG01109,PUR,0,45
168,HG01141,CLM,0,45
169,HG01111,PUR,0,45
170,HG01172,PUR,0,45
171,HG01177,PUR,0,45
172,HG01130,CLM,0,45
173,HG01184,PUR,0,45
174,HG01135,CLM,0,45
175,HG01189,PUR,0,45
176,HG01046,CDX,0,45
177,HG01191,PUR,0,45
178,HG01053,PUR,0,45
179,HG01204,PUR,0,45
180,HG01058,PUR,0,45
181,HG01242,PUR,0,45
182,HG01060,PUR,0,45
183,HG01247,PUR,0,45
184,HG01072,PUR,0,45
185,HG01088,PUR,0,45
186,HG01077,PUR,0,45
187,HG01084,PUR,0,45
188,HG01095,PUR,0,45
189,HG01325,PUR,0,45
190,HG01103,PUR,0,45
191,HG01344,CLM,0,45
192,HG01108,PUR,0,45
193,HG01349,CLM,0,45
194,HG01110,PUR,0,45
195,HG01351,CLM,0,45
196,HG01122,CLM,0,45
197,HG01356,CLM,0,45
198,HG01134,CLM,0,45
199,HG01363,CLM,0,45
200,HG01139,CLM,0,45
201,HG01255,CLM,0,45
202,HG00592,CHS,0,45
203,HG01274,CLM,0,45
204,HG00597,CHS,0,45
205,HG01279,CLM,0,45
206,HG01281,CLM,0,45
207,HG00612,CHS,0,45
208,HG01286,PUR,0,45
209,HG00629,CHS,0,45
210,HG01414,PUR,0,45
211,HG00631,CHS,0,45
212,HG00636,CHS,0,45
213,HG01438,CLM,0,45
214,HG01312,PUR,0,45
215,HG01440,CLM,0,45
216,HG01343,CLM,0,45
217,HG01348,CLM,0,45
218,HG01457,CLM,0,45
219,HG01350,CLM,0,45
220,HG01464,CLM,0,45
221,HG01355,CLM,0,45
222,HG01503,IBS,0,45
223,HG01362,CLM,0,45
224,HG01508,IBS,0,45
225,HG01367,CLM,0,45
226,HG01510,IBS,0,45
227,HG01254,CLM,0,45
228,HG01515,IBS,0,45
229,HG01259,CLM,0,45
230,HG01522,IBS,0,45
231,HG01261,CLM,0,45
232,HG01527,IBS,0,45
233,HG01273,CLM,0,45
234,HG01596,KHV,0,45
235,HG01278,CLM,0,45
236,HG01604,IBS,0,45
237,HG01280,CLM,0,45
238,HG01609,IBS,0,45
239,HG01305,PUR,0,45
240,HG01611,IBS,0,45
241,HG01052,PUR,0,45
242,HG01565,PEL,0,45
243,HG01064,PUR,0,45
244,HG01572,PEL,0,45
245,HG01069,PUR,0,45
246,HG01577,PEL,0,45
247,HG01071,PUR,0,45
248,HG01589,PJL,0,45
249,HG01083,PUR,0,45
250,HG01538,IBS,0,45
251,HG01552,CLM,0,45
252,HG01488,CLM,0,45
253,HG01571,PEL,0,45
254,HG01490,CLM,0,45
255,HG01583,PJL,0,45
256,HG01495,CLM,0,45
257,HG01616,IBS,0,45
258,HG01413,PUR,0,45
259,HG01623,IBS,0,45
260,HG01432,CLM,0,45
261,HG01628,IBS,0,45
262,HG01437,CLM,0,45
263,HG01630,IBS,0,45
264,HG01444,CLM,0,45
265,HG01673,IBS,0,45
266,HG01456,CLM,0,45
267,HG01678,IBS,0,45
268,HG01463,CLM,0,45
269,HG01680,IBS,0,45
270,HG01502,IBS,0,45
271,HG01685,IBS,0,45
272,HG01507,IBS,0,45
273,HG01697,IBS,0,45
274,HG01514,IBS,0,45
275,HG01700,IBS,0,45
276,HG01519,IBS,0,45
277,HG01375,CLM,0,45
278,HG01521,IBS,0,45
279,HG01526,IBS,0,45
280,HG01402,PUR,0,45
281,HG01704,IBS,0,45
282,HG01705,IBS,0,45
283,HG01709,IBS,0,45
284,HG01748,IBS,0,45
285,HG01711,IBS,0,45
286,HG01755,IBS,0,45
287,HG01747,IBS,0,45
288,HG01762,IBS,0,45
289,HG01761,IBS,0,45
290,HG02006,PEL,0,45
291,HG01766,IBS,0,45
292,HG02013,ACB,0,45
293,HG01374,CLM,0,45
294,HG02018,KHV,0,45
295,HG01379,CLM,0,45
296,HG02020,KHV,0,45
297,HG01393,PUR,0,45
298,HG02025,KHV,0,45
299,HG01398,PUR,0,45
300,HG02032,KHV,0,45
301,HG01468,CLM,0,45
302,HG02049,KHV,0,45
303,HG02051,ACB,0,45
304,HG02056,KHV,0,45
305,HG01494,CLM,0,45
306,HG02068,KHV,0,45
307,HG01499,CLM,0,45
308,HG02070,KHV,0,45
309,HG01595,KHV,0,45
310,HG02075,KHV,0,45
311,HG01603,IBS,0,45
312,HG01863,KHV,0,45
313,HG01608,IBS,0,45
314,HG01868,KHV,0,45
315,HG01610,IBS,0,45
316,HG01870,KHV,0,45
317,HG01615,IBS,0,45
318,HG01882,ACB,0,45
319,HG01622,IBS,0,45
320,HG01887,ACB,0,45
321,HG01627,IBS,0,45
322,HG01894,ACB,0,45
323,HG01672,IBS,0,45
324,HG01914,ACB,0,45
325,HG01677,IBS,0,45
326,HG01919,PEL,0,45
327,HG01684,IBS,0,45
328,HG01921,PEL,0,45
329,HG01696,IBS,0,45
330,HG01926,PEL,0,45
331,HG02012,ACB,0,45
332,HG01933,PEL,0,45
333,HG02017,KHV,0,45
334,HG01938,PEL,0,45
335,HG02024,KHV,0,45
336,HG01940,PEL,0,45
337,HG02029,KHV,0,45
338,HG01945,PEL,0,45
339,HG02031,KHV,0,45
340,HG01767,IBS,0,45
341,HG02048,KHV,0,45
342,HG01774,IBS,0,45
343,HG02050,KHV,0,45
344,HG01779,IBS,0,45
345,HG02055,ACB,0,45
346,HG01781,IBS,0,45
347,HG02067,KHV,0,45
348,HG01786,IBS,0,45
349,HG02074,KHV,0,45
350,HG01983,PEL,0,45
351,HG02079,KHV,0,45
352,HG01988,ACB,0,45
353,HG01949,PEL,0,45
354,HG01990,ACB,0,45
355,HG01951,PEL,0,45
356,HG01956,ACB,0,45
357,HG01952,PEL,0,45
358,HG01968,PEL,0,45
359,HG01969,PEL,0,45
360,HG01970,PEL,0,45
361,HG01971,PEL,0,45
362,HG01975,PEL,0,45
363,HG01976,PEL,0,45
364,HG01862,KHV,0,45
365,HG01798,CDX,0,45
366,HG01867,KHV,0,45
367,HG01801,CDX,0,45
368,HG01874,KHV,0,45
369,HG01806,CDX,0,45
370,HG01879,ACB,0,45
371,HG01813,CDX,0,45
372,HG01881,ACB,0,45
373,HG01844,KHV,0,45
374,HG01886,ACB,0,45
375,HG01849,KHV,0,45
376,HG01925,PEL,0,45
377,HG01851,KHV,0,45
378,HG01932,PEL,0,45
379,HG02234,IBS,0,45
380,HG01937,PEL,0,45
381,HG02239,IBS,0,45
382,HG01944,PEL,0,45
383,HG02253,PEL,0,45
384,HG01893,PEL,0,45
385,HG02258,ACB,0,45
386,HG01898,PEL,0,45
387,HG02260,PEL,0,45
388,HG01918,PEL,0,45
389,HG02265,PEL,0,45
390,HG01920,PEL,0,45
391,HG02188,CDX,0,45
392,HG01773,IBS,0,45
393,HG02190,CDX,0,45
394,HG01778,IBS,0,45
395,HG02215,GBR,0,45
396,HG01780,IBS,0,45
397,HG02222,IBS,0,45
398,HG01785,IBS,0,45
399,HG02145,ACB,0,45
400,HG01817,CDX,0,45
401,HG02152,CDX,0,45
402,HG01843,KHV,0,45
403,HG02164,CDX,0,45
404,HG01848,KHV,0,45
405,HG01850,KHV,0,45
406,HG01855,KHV,0,45
407,HG02082,KHV,0,45
408,HG01982,PEL,0,45
409,HG02087,KHV,0,45
410,HG01987,ACB,0,45
411,HG02102,PEL,0,45
412,HG01797,CDX,0,45
413,HG02107,ACB,0,45
414,HG01800,CDX,0,45
415,HG02304,PEL,0,45
416,HG01805,CDX,0,45
417,HG02309,ACB,0,45
418,HG01812,CDX,0,45
419,HG02316,ACB,0,45
420,HG02081,KHV,0,45
421,HG02323,ACB,0,45
422,HG02086,KHV,0,45
423,HG02330,ACB,0,45
424,HG02106,PEL,0,45
425,HG02121,KHV,0,45
426,HG02113,KHV,0,45
427,HG02126,KHV,0,45
428,HG02334,ACB,0,45
429,HG02133,KHV,0,45
430,HG02339,ACB,0,45
431,HG02138,KHV,0,45
432,HG02353,CDX,0,45
433,HG02140,KHV,0,45
434,HG02272,PEL,0,45
435,HG02360,CDX,0,45
436,HG02277,PEL,0,45
437,HG02372,CDX,0,45
438,HG02284,ACB,0,45
439,HG02233,IBS,0,45
440,HG02291,PEL,0,45
441,HG02238,IBS,0,45
442,HG02240,IBS,0,45
443,HG02373,CDX,0,45
444,HG02252,PEL,0,45
445,HG02380,CDX,0,45
446,HG02257,ACB,0,45
447,HG02385,CDX,0,45
448,HG02144,ACB,0,45
449,HG02392,CDX,0,45
450,HG02151,CDX,0,45
451,HG02397,CDX,0,45
452,HG02156,CDX,0,45
453,HG02549,ACB,0,45
454,HG02568,GWD,0,45
455,HG02303,PEL,0,45
456,HG02570,GWD,0,45
457,HG02308,ACB,0,45
458,HG02315,ACB,0,45
459,HG02582,GWD,0,45
460,HG02322,ACB,0,45
461,HG02271,PEL,0,45
462,HG02594,GWD,0,45
463,HG02283,ACB,0,45
464,HG02784,PJL,0,45
465,HG02789,PJL,0,45
466,HG02182,CDX,0,45
467,HG02791,PJL,0,45
468,HG02187,CDX,0,45
469,HG02804,GWD,0,45
470,HG02219,IBS,0,45
471,HG02221,IBS,0,45
472,HG02811,GWD,0,45
473,HG02377,CDX,0,45
474,HG02816,GWD,0,45
475,HG02384,CDX,0,45
476,HG02455,ACB,0,45
477,HG02389,CDX,0,45
478,HG02462,GWD,0,45
479,HG02391,CDX,0,45
480,HG02479,ACB,0,45
481,HG02396,CDX,0,45
482,HG02481,ACB,0,45
483,HG02120,KHV,0,45
484,HG02486,ACB,0,45
485,HG02132,KHV,0,45
486,HG02493,PJL,0,45
487,HG02137,KHV,0,45
488,HG02688,PJL,0,45
489,HG02733,PJL,0,45
490,HG02690,PJL,0,45
491,HG02703,GWD,0,45
492,HG02757,GWD,0,45
493,HG02715,GWD,0,45
494,HG02722,GWD,0,45
495,HG02769,GWD,0,45
496,HG02727,PJL,0,45
497,HG02771,GWD,0,45
498,HG02602,PJL,0,45
499,HG02614,GWD,0,45
500,HG02783,PJL,0,45
501,HG02621,GWD,0,45
502,HG02461,GWD,0,45
503,HG02645,GWD,0,45
504,HG02652,PJL,0,45
505,HG02478,ACB,0,45
506,HG02734,PJL,0,45
507,HG02480,ACB,0,45
508,HG02485,ACB,0,45
509,HG02760,GWD,0,45
510,HG02492,PJL,0,45
511,HG02772,GWD,0,45
512,HG02657,PJL,0,45
513,HG02790,PJL,0,45
514,HG02676,GWD,0,45
515,HG02808,GWD,0,45
516,HG02810,GWD,0,45
517,HG02501,ACB,0,45
518,HG02513,KHV,0,45
519,HG02555,ACB,0,45
520,HG02562,GWD,0,45
521,HG02537,ACB,0,45
522,HG02574,GWD,0,45
523,HG02429,ACB,0,45
524,HG02586,GWD,0,45
525,HG02436,ACB,0,45
526,HG02601,PJL,0,45
527,HG02450,ACB,0,45
528,HG02613,GWD,0,45
529,HG02854,GWD,0,45
530,HG02620,GWD,0,45
531,HG02861,GWD,0,45
532,HG02878,GWD,0,45
533,HG02649,PJL,0,45
534,HG02885,GWD,0,45
535,HG02651,PJL,0,45
536,HG02656,PJL,0,45
537,HG02675,GWD,0,45
538,HG02943,ESN,0,45
539,HG02682,PJL,0,45
540,HG02979,ESN,0,45
541,HG02687,PJL,0,45
542,HG02981,ESN,0,45
543,HG02694,PJL,0,45
544,HG03009,BEB,0,45
545,HG02699,PJL,0,45
546,HG03016,PJL,0,45
547,HG02702,GWD,0,45
548,HG02721,GWD,0,45
549,HG03028,GWD,0,45
550,HG02726,PJL,0,45
551,HG02497,ACB,0,45
552,HG02505,ACB,0,45
553,HG03078,MSL,0,45
554,HG02512,KHV,0,45
555,HG03085,MSL,0,45
556,HG02536,ACB,0,45
557,HG03097,MSL,0,45
558,HG02409,CDX,0,45
559,HG03100,ESN,0,45
560,HG02428,ACB,0,45
561,HG03105,ESN,0,45
562,HG02442,ACB,0,45
563,HG03237,PJL,0,45
564,HG02839,GWD,0,45
565,HG03268,ESN,0,45
566,HG02860,GWD,0,45
567,HG03270,ESN,0,45
568,HG02884,GWD,0,45
569,HG03054,MSL,0,45
570,HG02891,GWD,0,45
571,HG03061,MSL,0,45
572,HG02896,GWD,0,45
573,HG03066,MSL,0,45
574,HG02923,ESN,0,45
575,HG03073,MSL,0,45
576,HG03112,ESN,0,45
577,HG03212,MSL,0,45
578,HG03117,ESN,0,45
579,HG03224,MSL,0,45
580,HG03124,ESN,0,45
581,HG03229,PJL,0,45
582,HG03129,ESN,0,45
583,HG03193,ESN,0,45
584,HG03198,ESN,0,45
585,HG03027,GWD,0,45
586,HG03225,MSL,0,45
587,HG03136,ESN,0,45
588,HG03039,GWD,0,45
589,HG03162,ESN,0,45
590,HG03046,GWD,0,45
591,HG02974,ESN,0,45
592,HG03058,MSL,0,45
593,HG03369,ESN,0,45
594,HG03060,MSL,0,45
595,HG03376,MSL,0,45
596,HG03072,MSL,0,45
597,HG03077,MSL,0,45
598,HG03388,MSL,0,45
599,HG03084,MSL,0,45
600,HG03091,MSL,0,45
601,HG03484,MSL,0,45
602,HG03096,MSL,0,45
603,HG03491,PJL,0,45
604,HG03511,ESN,0,45
605,HG03015,PJL,0,45
606,HG03022,PJL,0,45
607,HG03624,PJL,0,45
608,HG03629,PJL,0,45
609,HG03130,ESN,0,45
610,HG03631,PJL,0,45
611,HG03135,ESN,0,45
612,HG03636,PJL,0,45
613,HG03159,ESN,0,45
614,HG03410,MSL,0,45
615,HG03439,MSL,0,45
616,HG03109,ESN,0,45
617,HG03446,MSL,0,45
618,HG03111,ESN,0,45
619,HG03458,MSL,0,45
620,HG03123,ESN,0,45
621,HG03460,MSL,0,45
622,HG02947,ESN,0,45
623,HG03472,MSL,0,45
624,HG02973,ESN,0,45
625,HG03547,MSL,0,45
626,HG03166,ESN,0,45
627,HG03559,MSL,0,45
628,HG03578,MSL,0,45
629,HG03294,ESN,0,45
630,HG03515,ESN,0,45
631,HG03539,GWD,0,45
632,HG03558,MSL,0,45
633,HG03585,BEB,0,45
634,HG03565,MSL,0,45
635,HG03600,BEB,0,45
636,HG03452,MSL,0,45
637,HG03457,MSL,0,45
638,HG03464,MSL,0,45
639,HG03352,ESN,0,45
640,HG03469,MSL,0,45
641,HG03787,ITU,0,45
642,HG03476,MSL,0,45
643,HG03488,PJL,0,45
644,HG03802,BEB,0,45
645,HG03490,PJL,0,45
646,HG03744,STU,0,45
647,HG03394,MSL,0,45
648,HG03756,STU,0,45
649,HG03869,ITU,0,45
650,HG03871,ITU,0,45
651,HG03419,MSL,0,45
652,HG03433,MSL,0,45
653,HG03888,STU,0,45
654,HG03890,STU,0,45
655,HG03445,MSL,0,45
656,HG03895,STU,0,45
657,HG03572,MSL,0,45
658,HG03643,STU,0,45
659,HG03577,MSL,0,45
660,HG03584,MSL,0,45
661,HG03667,PJL,0,45
662,HG03589,BEB,0,45
663,HG03679,STU,0,45
664,HG03681,STU,0,45
665,HG03267,ESN,0,45
666,HG03706,PJL,0,45
667,HG03279,ESN,0,45
668,HG03713,ITU,0,45
669,HG03718,ITU,0,45
670,HG03298,ESN,0,45
671,HG03720,ITU,0,45
672,HG03301,ESN,0,45
673,HG03363,ESN,0,45
674,HG03838,STU,0,45
675,HG03370,ESN,0,45
676,HG03845,STU,0,45
677,HG03382,MSL,0,45
678,HG03857,STU,0,45
679,HG03864,ITU,0,45
680,HG03313,ESN,0,45
681,HG03770,ITU,0,45
682,HG03351,ESN,0,45
683,HG03775,ITU,0,45
684,HG03604,BEB,0,45
685,HG03782,ITU,0,45
686,HG03611,BEB,0,45
687,HG03686,STU,0,45
688,HG03616,BEB,0,45
689,HG03693,STU,0,45
690,HG03779,ITU,0,45
691,HG03698,STU,0,45
692,HG03781,ITU,0,45
693,HG03786,ITU,0,45
694,HG03814,BEB,0,45
695,HG03793,BEB,0,45
696,HG03821,BEB,0,45
697,HG03826,BEB,0,45
698,HG03833,BEB,0,45
699,HG03832,BEB,0,45
700,HG04076,ITU,0,45
701,HG03837,STU,0,45
702,HG04090,ITU,0,45
703,HG03844,STU,0,45
704,HG03849,STU,0,45
705,HG03851,STU,0,45
706,HG03856,STU,0,45
707,HG04134,BEB,0,45
708,HG03697,STU,0,45
709,HG04209,ITU,0,45
710,HG03705,PJL,0,45
711,HG04211,ITU,0,45
712,HG03717,ITU,0,45
713,HG04216,ITU,0,45
714,HG03755,STU,0,45
715,HG03762,PJL,0,45
716,HG04235,ITU,0,45
717,HG03767,PJL,0,45
718,HG03774,ITU,0,45
719,HG03908,BEB,0,45
720,HG03910,BEB,0,45
721,HG03642,STU,0,45
722,HG03922,BEB,0,45
723,HG03863,ITU,0,45
724,HG04141,BEB,0,45
725,HG03868,ITU,0,45
726,HG04146,BEB,0,45
727,HG03870,ITU,0,45
728,HG04153,BEB,0,45
729,HG03875,ITU,0,45
730,HG04158,BEB,0,45
731,HG03882,ITU,0,45
732,HG03887,STU,0,45
733,HG03953,STU,0,45
734,HG03673,STU,0,45
735,HG03960,ITU,0,45
736,HG03680,STU,0,45
737,HG03965,ITU,0,45
738,HG03685,STU,0,45
739,HG03692,STU,0,45
740,HG03977,ITU,0,45
741,HG03729,ITU,0,45
742,HG03989,STU,0,45
743,HG03731,ITU,0,45
744,HG03991,STU,0,45
745,HG03736,STU,0,45
746,HG04002,ITU,0,45
747,HG03743,STU,0,45
748,HG04014,ITU,0,45
749,HG03750,STU,0,45
750,HG04019,ITU,0,45
751,HG04026,ITU,0,45
752,HG04033,STU,0,45
753,HG04177,BEB,0,45
754,HG04063,ITU,0,45
755,HG04070,ITU,0,45
756,HG04189,BEB,0,45
757,HG04075,STU,0,45
758,HG04094,ITU,0,45
759,HG04099,STU,0,45
760,HG03934,BEB,0,45
761,HG04107,STU,0,45
762,HG03941,BEB,0,45
763,HG04038,STU,0,45
764,HG03990,STU,0,45
765,HG03995,STU,0,45
766,NA12828,CEU,0,45
767,HG04001,ITU,0,45
768,NA12830,CEU,0,45
769,HG04006,STU,0,45
770,NA12842,CEU,0,45
771,HG04018,ITU,0,45
772,NA12873,CEU,0,45
773,HG04020,ITU,0,45
774,NA12878,CEU,0,45
775,HG03894,STU,0,45
776,NA12892,CEU,0,45
777,HG03899,STU,0,45
778,NA18484,YRI,0,45
779,HG03902,BEB,0,45
780,NA18489,YRI,0,45
781,HG03907,BEB,0,45
782,NA18504,YRI,0,45
783,HG03914,BEB,0,45
784,NA18509,YRI,0,45
785,HG04195,BEB,0,45
786,NA18511,YRI,0,45
787,NA18516,YRI,0,45
788,HG04210,STU,0,45
789,NA10860,CEU,0,45
790,NA10865,CEU,0,45
791,HG04164,BEB,0,45
792,NA11832,CEU,0,45
793,HG04171,BEB,0,45
794,NA11882,CEU,0,45
795,HG04176,BEB,0,45
796,NA11894,CEU,0,45
797,HG04183,BEB,0,45
798,NA11919,CEU,0,45
799,HG04188,BEB,0,45
800,NA11933,CEU,0,45
801,NA11995,CEU,0,45
802,HG04140,BEB,0,45
803,NA12006,CEU,0,45
804,HG04152,BEB,0,45
805,NA12044,CEU,0,45
806,NA12056,CEU,0,45
807,HG03919,BEB,0,45
808,NA12145,CEU,0,45
809,HG03926,BEB,0,45
810,NA12234,CEU,0,45
811,HG03940,BEB,0,45
812,NA12239,CEU,0,45
813,HG03945,STU,0,45
814,NA12272,CEU,0,45
815,HG03969,ITU,0,45
816,NA18523,YRI,0,45
817,HG03971,ITU,0,45
818,NA18528,CHB,1,45
819,HG03976,ITU,0,45
820,NA18530,CHB,1,45
821,HG04025,ITU,0,45
822,NA18535,CHB,1,45
823,HG04037,STU,0,45
824,NA18542,CHB,1,45
825,HG04056,ITU,0,45
826,NA18547,CHB,1,45
827,NA18503,YRI,0,45
828,NA18559,CHB,1,45
829,NA18508,YRI,0,45
830,NA18561,CHB,1,45
831,NA18510,YRI,0,45
832,NA18566,CHB,1,45
833,NA18515,YRI,0,45
834,NA18573,CHB,1,45
835,NA18522,YRI,0,45
836,NA18592,CHB,1,45
837,NA18527,CHB,1,45
838,NA18597,CHB,1,45
839,NA18534,CHB,1,45
840,NA18605,CHB,1,45
841,NA18539,CHB,1,45
842,NA18612,CHB,1,45
843,NA18541,CHB,1,45
844,NA18617,CHB,1,45
845,NA18546,CHB,1,45
846,NA18624,CHB,1,45
847,NA18553,CHB,1,45
848,NA18876,YRI,0,45
849,NA18558,CHB,1,45
850,NA18908,YRI,0,45
851,NA18560,CHB,1,45
852,NA18910,YRI,0,45
853,NA18565,CHB,1,45
854,NA18915,YRI,0,45
855,NA18572,CHB,1,45
856,NA18934,YRI,0,45
857,NA18933,YRI,0,45
858,NA18939,JPT,1,40
859,NA18940,JPT,1,40
860,NA18941,JPT,1,40
861,NA18945,JPT,1,40
862,NA18946,JPT,1,40
863,NA18952,JPT,1,40
864,NA18953,JPT,1,40
865,NA18957,JPT,1,40
866,NA18960,JPT,1,40
867,NA18964,JPT,1,40
868,NA18629,CHB,1,45
869,NA18969,JPT,1,40
870,NA18631,CHB,1,45
871,NA18971,JPT,1,40
872,NA18636,CHB,1,45
873,NA18976,JPT,1,40
874,NA18643,CHB,1,45
875,NA18983,JPT,1,40
876,NA18648,CHB,1,45
877,NA18988,JPT,1,40
878,NA18749,CHB,1,45
879,NA18990,JPT,1,40
880,NA18794,CHB,1,45
881,NA18995,JPT,1,40
882,NA18852,YRI,0,45
883,NA19001,JPT,1,40
884,NA18857,YRI,0,45
885,NA19006,JPT,1,40
886,NA18864,YRI,0,45
887,NA10852,CEU,0,45
888,NA18869,YRI,0,45
889,NA10857,CEU,0,45
890,NA18871,YRI,0,45
891,NA10864,CEU,0,45
892,NA12335,CEU,0,45
893,NA11829,CEU,0,45
894,NA12342,CEU,0,45
895,NA11831,CEU,0,45
896,NA12347,CEU,0,45
897,NA11843,CEU,0,45
898,NA12400,CEU,0,45
899,NA11881,CEU,0,45
900,NA12708,CEU,0,45
901,NA11893,CEU,0,45
902,NA12739,CEU,0,45
903,NA11918,CEU,0,45
904,NA12753,CEU,0,45
905,NA11920,CEU,0,45
906,NA12760,CEU,0,45
907,NA11932,CEU,0,45
908,NA12777,CEU,0,45
909,NA11994,CEU,0,45
910,NA18965,JPT,1,40
911,NA12005,CEU,0,45
912,NA18972,JPT,1,40
913,NA12043,CEU,0,45
914,NA18977,JPT,1,40
915,NA18577,CHB,1,45
916,NA18984,JPT,1,40
917,NA18591,CHB,1,45
918,NA18989,JPT,1,40
919,NA18596,CHB,1,45
920,NA18991,JPT,1,40
921,NA18609,CHB,1,45
922,NA19002,JPT,1,40
923,NA18611,CHB,1,45
924,NA19007,JPT,1,40
925,NA18616,CHB,1,45
926,NA19019,LWK,0,20
927,NA18623,CHB,1,45
928,NA19026,LWK,0,20
929,NA18628,CHB,1,45
930,NA06984,CEU,0,45
931,NA18630,CHB,1,45
932,NA06989,CEU,0,45
933,NA18635,CHB,1,45
