,No.,Popcode,request,response
0,HG00271,FIN,0,41
1,HG00276,FIN,0,41
2,HG00288,FIN,0,41
3,HG00290,FIN,0,41
4,HG00308,FIN,0,41
5,HG00310,FIN,0,41
6,HG00315,FIN,0,41
7,HG00327,FIN,0,41
8,HG00334,FIN,0,41
9,HG00339,FIN,0,41
10,HG00341,FIN,0,41
11,HG00346,FIN,0,41
12,HG00353,FIN,0,41
13,HG00358,FIN,0,41
14,HG00360,FIN,0,41
15,HG00365,FIN,0,41
16,HG00372,FIN,0,41
17,HG00132,GBR,0,41
18,HG00137,GBR,0,41
19,HG00144,GBR,0,41
20,HG00149,GBR,0,41
21,HG00151,GBR,0,41
22,HG00156,GBR,0,41
23,HG00182,FIN,0,41
24,HG00187,FIN,0,41
25,HG00136,GBR,0,41
26,HG00233,GBR,0,41
27,HG00143,GBR,0,41
28,HG00238,GBR,0,41
29,HG00148,GBR,0,41
30,HG00240,GBR,0,41
31,HG00150,GBR,0,41
32,HG00245,GBR,0,41
33,HG00155,GBR,0,41
34,HG00252,GBR,0,41
35,HG00174,FIN,0,41
36,HG00257,GBR,0,41
37,HG00179,FIN,0,41
38,HG00264,GBR,0,41
39,HG00181,FIN,0,41
40,HG00269,FIN,0,41
41,HG00186,FIN,0,41
42,HG00377,FIN,0,41
43,HG00232,GBR,0,41
44,HG00384,FIN,0,41
45,HG00237,GBR,0,41
46,HG00404,CHS,0,41
47,HG00244,GBR,0,41
48,HG00409,CHS,0,41
49,HG00249,GBR,0,41
50,HG00251,GBR,0,41
51,HG00423,CHS,0,41
52,HG00256,GBR,0,41
53,HG00428,CHS,0,41
54,HG00263,GBR,0,41
55,HG00442,CHS,0,41
56,HG00268,FIN,0,41
57,HG00447,CHS,0,41
58,HG00383,FIN,0,41
59,HG00459,CHS,0,41
60,HG00403,CHS,0,41
61,HG00473,CHS,0,41
62,HG00408,CHS,0,41
63,HG00098,GBR,0,41
64,HG00410,CHS,0,41
65,HG00101,GBR,0,41
66,HG00422,CHS,0,41
67,HG00106,GBR,0,41
68,HG00427,CHS,0,41
69,HG00113,GBR,0,41
70,HG00446,CHS,0,41
71,HG00118,GBR,0,41
72,HG00453,CHS,0,41
73,HG00120,GBR,0,41
74,HG00458,CHS,0,41
75,HG00125,GBR,0,41
76,HG00465,CHS,0,41
77,HG00472,CHS,0,41
78,HG00270,FIN,0,41
79,HG00275,FIN,0,41
80,HG00282,FIN,0,41
81,HG00319,FIN,0,41
82,HG00478,CHS,0,41
83,HG00321,FIN,0,41
84,HG00480,CHS,0,41
85,HG00326,FIN,0,41
86,HG00500,CHS,0,41
87,HG00338,FIN,0,41
88,HG00512,CHS,0,41
89,HG00345,FIN,0,41
90,HG00524,CHS,0,41
91,HG00357,FIN,0,41
92,HG00531,CHS,0,41
93,HG00364,FIN,0,41
94,HG00536,CHS,0,41
95,HG00369,FIN,0,41
96,HG00543,CHS,0,41
97,HG00371,FIN,0,41
98,HG00555,PUR,0,41
99,HG00376,FIN,0,41
100,HG00567,CHS,0,41
101,HG00097,GBR,0,41
102,HG00579,CHS,0,41
103,HG00100,GBR,0,41
104,HG00581,CHS,0,41
105,HG00105,GBR,0,41
106,HG00733,PUR,0,41
107,HG00112,GBR,0,41
108,HG00738,PUR,0,41
109,HG00117,GBR,0,41
110,HG00740,PUR,0,41
111,HG00124,GBR,0,41
112,HG00978,CDX,0,41
113,HG00129,GBR,0,41
114,HG01142,CLM,0,41
115,HG00131,GBR,0,41
116,HG01161,PUR,0,41
117,HG01173,PUR,0,41
118,HG01178,PUR,0,41
119,HG01192,PUR,0,41
120,HG01197,PUR,0,41
121,HG01200,PUR,0,41
122,HG00477,CHS,0,41
123,HG01205,PUR,0,41
124,HG00530,CHS,0,41
125,HG01243,PUR,0,41
126,HG00535,CHS,0,41
127,HG01248,PUR,0,41
128,HG00542,CHS,0,41
129,HG01250,CLM,0,41
130,HG00554,PUR,0,41
131,HG00651,CHS,0,41
132,HG00559,CHS,0,41
133,HG00656,CHS,0,41
134,HG00561,CHS,0,41
135,HG00663,CHS,0,41
136,HG00566,CHS,0,41
137,HG00675,CHS,0,41
138,HG00578,CHS,0,41
139,HG00694,CHS,0,41
140,HG00580,CHS,0,41
141,HG00699,CHS,0,41
142,HG00585,CHS,0,41
143,HG00702,CHS,0,41
144,HG00718,CHS,0,41
145,HG00707,CHS,0,41
146,HG00732,PUR,0,41
147,HG00593,CHS,0,41
148,HG00737,PUR,0,41
149,HG00598,CHS,0,41
150,HG00864,CDX,0,41
151,HG00613,CHS,0,41
152,HG00650,CHS,0,41
153,HG00620,CHS,0,41
154,HG00655,CHS,0,41
155,HG00625,CHS,0,41
156,HG00662,CHS,0,41
157,HG00632,CHS,0,41
158,HG00674,CHS,0,41
159,HG00637,PUR,0,41
160,HG00693,CHS,0,41
161,HG01089,PUR,0,41
162,HG00698,CHS,0,41
163,HG01096,PUR,0,41
164,HG00701,CHS,0,41
165,HG01104,PUR,0,41
166,HG00706,CHS,0,41
167,HG01109,PUR,0,41
168,HG01141,CLM,0,41
169,HG01111,PUR,0,41
170,HG01172,PUR,0,41
171,HG01177,PUR,0,41
172,HG01130,CLM,0,41
173,HG01184,PUR,0,41
174,HG01135,CLM,0,41
175,HG01189,PUR,0,41
176,HG01046,CDX,0,41
177,HG01191,PUR,0,41
178,HG01053,PUR,0,41
179,HG01204,PUR,0,41
180,HG01058,PUR,0,41
181,HG01242,PUR,0,41
182,HG01060,PUR,0,41
183,HG01247,PUR,0,41
184,HG01072,PUR,0,41
185,HG01088,PUR,0,41
186,HG01077,PUR,0,41
187,HG01084,PUR,0,41
188,HG01095,PUR,0,41
189,HG01325,PUR,0,41
190,HG01103,PUR,0,41
191,HG01344,CLM,0,41
192,HG01108,PUR,0,41
193,HG01349,CLM,0,41
194,HG01110,PUR,0,41
195,HG01351,CLM,0,41
196,HG01122,CLM,0,41
197,HG01356,CLM,0,41
198,HG01134,CLM,0,41
199,HG01363,CLM,0,41
200,HG01139,CLM,0,41
201,HG01255,CLM,0,41
202,HG00592,CHS,0,41
203,HG01274,CLM,0,41
204,HG00597,CHS,0,41
205,HG01279,CLM,0,41
206,HG01281,CLM,0,41
207,HG00612,CHS,0,41
208,HG01286,PUR,0,41
209,HG00629,CHS,0,41
210,HG01414,PUR,0,41
211,HG00631,CHS,0,41
212,HG00636,CHS,0,41
213,HG01438,CLM,0,41
214,HG01312,PUR,0,41
215,HG01440,CLM,0,41
216,HG01343,CLM,0,41
217,HG01348,CLM,0,41
218,HG01457,CLM,0,41
219,HG01350,CLM,0,41
220,HG01464,CLM,0,41
221,HG01355,CLM,0,41
222,HG01503,IBS,0,41
223,HG01362,CLM,0,41
224,HG01508,IBS,0,41
225,HG01367,CLM,0,41
226,HG01510,IBS,0,41
227,HG01254,CLM,0,41
228,HG01515,IBS,0,41
229,HG01259,CLM,0,41
230,HG01522,IBS,0,41
231,HG01261,CLM,0,41
232,HG01527,IBS,0,41
233,HG01273,CLM,0,41
234,HG01596,KHV,0,41
235,HG01278,CLM,0,41
236,HG01604,IBS,0,41
237,HG01280,CLM,0,41
238,HG01609,IBS,0,41
239,HG01305,PUR,0,41
240,HG01611,IBS,0,41
241,HG01052,PUR,0,41
242,HG01565,PEL,0,41
243,HG01064,PUR,0,41
244,HG01572,PEL,0,41
245,HG01069,PUR,0,41
